id,category,original_question,original_answer,mcq_question,option_a,option_b,option_c,option_d,answer
1907.08501,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""A Comparative Evaluation of Visual and Natural Language Question Answering Over Linked Data,"" how do the authors measure the performance of the question answering systems?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","average INLINEFORM0, INLINEFORM1, and INLINEFORM2 values over four evaluators per question",How did the authors measure the performance of the question answering systems in the paper?,By counting the total number of questions answered correctly by each system,By measuring the speed of each system in answering questions,"By averaging INLINEFORM0, INLINEFORM1, and INLINEFORM2 values over four evaluators per question",By comparing the answers to a gold standard provided by the authors,C
1907.08501,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""A Comparative Evaluation of Visual and Natural Language Question Answering Over Linked Data,"" which four question answering (QA) systems are evaluated?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","WDAqua, QAKiS, gAnswer, Platypus","Which of the following is NOT one of the QA systems evaluated in the paper ""A Comparative Evaluation of Visual and Natural Language Question Answering Over Linked Data""?",gAnswer,QAKiS,Watson,WDAqua,C
1907.08501,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""A Comparative Evaluation of Visual and Natural Language Question Answering Over Linked Data,"" do the authors evaluate the performance of their approaches using human judgments?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}",Yes.,How did the authors of the paper evaluate the performance of their approaches?,By only using automated metrics,By running simulations without real users,By not evaluating their approaches at all,By using human judgments,D
2004.02393,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Learning to Recover Reasoning Chains for Multi-Hop Question Answering via Cooperative Games,"" what are the architectures of the two models proposed in the solution?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}",Ranker model; Reasoner model (implemented with MatchLSTM architecture).,Which two models are proposed in the paper for multi-hop question answering?,Attention model and Memory Network model,Ranker model and Reasoner model (implemented with MatchLSTM architecture),Contextualizer model and Retriever model,Encoder model and Decoder model (implemented with Transformer architecture),B
2004.02393,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Learning to Recover Reasoning Chains for Multi-Hop Question Answering via Cooperative Games,"" how do the two models cooperate to select the most confident reasoning chains?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","Reasoner extracts linking entities from chains selected by a well-trained Ranker; Ranker benefits from extra rewards provided by the Reasoner, and both models are trained cooperatively to improve confident chain selection.",How do the two models cooperate to select the most confident reasoning chains in the paper 'Learning to Recover Reasoning Chains for Multi-Hop Question Answering via Cooperative Games'?,Both models randomly select reasoning chains and do not interact during training.,The Reasoner and Ranker compete against each other to select reasoning chains.,The Ranker generates the final answer independently without any input from the Reasoner.,"The Reasoner extracts linking entities from chains selected by the Ranker, while the Ranker benefits from extra rewards from the Reasoner, and both are trained cooperatively.",D
2004.02393,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Learning to Recover Reasoning Chains for Multi-Hop Question Answering via Cooperative Games,"" what benchmarks do the authors introduce?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","HotpotQA (2-hop) and MedHop (3-hop) reasoning chain benchmarks, with accuracy defined as the ratio of correct chains predicted to evaluation samples.",Which benchmarks do the authors introduce in the paper 'Learning to Recover Reasoning Chains for Multi-Hop Question Answering via Cooperative Games'?,HotpotQA (2-hop) and MedHop (3-hop) reasoning chain benchmarks,DROP and QAngaroo datasets,BioASQ and NarrativeQA benchmarks,SQuAD and TriviaQA datasets,A
1811.08048,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""QuaRel: A Dataset and Models for Answering Questions about Qualitative Relationships,"" how does the QuaSP+Zero model function?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","Considers both question tokens and their relationship to properties in the qualitative model when selecting properties during parsing, using an entity-linking score based on the similarity between question tokens and property words.",How does the QuaSP+Zero model function in the QuaRel paper?,It selects properties based on the frequency of words in the training corpus.,"It selects properties using only question tokens, without considering their relationship to qualitative properties.",It randomly assigns properties to question tokens.,"It considers both question tokens and their relationship to properties in the qualitative model, using an entity-linking score based on the similarity between question tokens and property words.",D
1811.08048,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
Which off-the-shelf tools do the authors use in the paper ""QuaRel: A Dataset and Models for Answering Questions about Qualitative Relationships""?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","information retrieval system, word-association method, state-of-the-art neural semantic parser","Which of the following tools did the authors use in the paper ""QuaRel: A Dataset and Models for Answering Questions about Qualitative Relationships""?",Support vector machine,Decision tree regressor,Information retrieval system,Random forest classifier,C
1811.08048,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""QuaRel: A Dataset and Models for Answering Questions about Qualitative Relationships,"" how do the authors obtain the logical forms for the questions in their dataset?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","Logical forms were obtained by reverse-engineering them from a set of follow-up questions answered by crowdworkers, without exposing workers to the formalism; this was possible due to the constrained space of logical forms.",How were the logical forms for questions in the QuaRel dataset obtained?,"By reverse-engineering them from answers to follow-up questions answered by crowdworkers, without exposing them to the formalism.",By having crowdworkers write the logical forms directly using the formalism.,By translating existing logical forms from a different dataset.,By automatically generating logical forms using a pre-trained model.,A
1811.08048,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""QuaRel: A Dataset and Models for Answering Questions about Qualitative Relationships,"" do all questions in the QuaRel dataset provide exactly two answer options to choose from?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}",Yes.,How many answer options does each question in the QuaRel dataset provide?,Exactly two,A variable number,Exactly three,Exactly four,A
1808.03986,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
According to the paper ""Multimodal Differential Network for Visual Question Generation,"" what were the previous state-of-the-art benchmarks for visual question generation that the authors compared their method against?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}",BIBREF35 for VQA dataset; BIBREF5 and BIBREF36 for VQG-COCO dataset.,Which benchmarks did the authors compare their method against for visual question generation in the included paper?,BIBREF45 for VQA dataset; BIBREF7 and BIBREF38 for VQG-COCO dataset.,BIBREF35 for VQA dataset; BIBREF5 and BIBREF36 for VQG-COCO dataset.,BIBREF10 for VQA dataset; BIBREF2 and BIBREF16 for VQG-COCO dataset.,BIBREF25 for VQA dataset; BIBREF15 and BIBREF26 for VQG-COCO dataset.,B
1808.03986,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Multimodal Differential Network for Visual Question Generation,"" how and where are the natural questions generated according to the authors' proposed method?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","Natural questions are generated by the Decoder module, which uses an LSTM-based language model after multimodal features are extracted and fused.","In the 'Multimodal Differential Network for Visual Question Generation,' where and how are natural questions generated?",They are generated by the Decoder module using an LSTM-based language model after multimodal feature fusion.,They are generated manually by the authors.,They are generated by a rule-based system after image processing.,They are generated by the Encoder module before feature fusion.,A
1808.03986,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Multimodal Differential Network for Visual Question Generation,"" what is used as the input to the differential network?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}",image,What is used as the input to the differential network in the paper 'Multimodal Differential Network for Visual Question Generation'?,text paragraph,image,audio clip,video,B
1808.03986,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Multimodal Differential Network for Visual Question Generation,"" how do the authors define a differential network?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","Differential network defined as a triplet network with target, supporting, and contrasting branches (sharing parameters) to learn multimodal representations; includes a representation module (extracts image and caption embeddings) and a joint mixture module (fuses embeddings into a shared space).",How do the authors of the paper define a differential network?,As a simple feedforward neural network for processing only image data.,As a recurrent network for generating captions from images only.,As an ensemble of unrelated models with no shared components.,"As a triplet network with target, supporting, and contrasting branches sharing parameters, and modules for extracting and fusing image and caption embeddings.",D
1808.03986,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Multimodal Differential Network for Visual Question Generation,"" how do the authors define exemplars?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","Exemplars provide appropriate context; supporting exemplars are defined as those whose joint image-caption embeddings are closer to the target image-caption, helping generate relevant questions.","According to the paper, how are supporting exemplars defined?",They are exemplars that only share similar visual features with the target image.,They are images chosen at random from the dataset.,They are exemplars whose joint image-caption embeddings are closer to the target image-caption.,They are any images chosen from unrelated domains.,C
1808.09920,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Question Answering by Reasoning Across Documents with Graph Convolutional Networks,"" what baseline model did the authors compare Entity-GCN to?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","Human, FastQA, BiDAF, Coref-GRU, MHPGM, Weaver/Jenga, MHQA-GRN",Which of the following was NOT used as a baseline model compared to Entity-GCN in the paper 'Question Answering by Reasoning Across Documents with Graph Convolutional Networks'?,FastQA,BERT-Base,Weaver/Jenga,BiDAF,B
1808.09920,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Question Answering by Reasoning Across Documents with Graph Convolutional Networks,"" did the authors use a relation extraction method to construct the edges in their graph?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","Edges constructed using document co-occurrence, exact match of named entity mentions, and coreference chains predicted by an external coreference system; no dedicated relation extraction method used.",Which of the following methods did the authors NOT use to construct the edges in their graph for the paper 'Question Answering by Reasoning Across Documents with Graph Convolutional Networks'?,Exact match of named entity mentions,Coreference chains predicted by an external system,Dedicated relation extraction method,Document co-occurrence,C
1808.09920,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Question Answering by Reasoning Across Documents with Graph Convolutional Networks,"" how did the authors obtain relations between entity mentions for constructing the graph used in their model?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","Connect entity mentions if they (i) co-occur in the same document (DOC-BASED edges), (ii) are identical (MATCH edges), or (iii) are in the same coreference chain as predicted by an external coreference system (COREF edges).",Which of the following was NOT a criterion used by the authors to connect entity mentions in their graph construction?,Entity mentions that are identical.,Entity mentions predicted to be in the same coreference chain.,Entity mentions in the same sentence position.,Entity mentions co-occurring in the same document.,C
1808.09920,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Question Answering by Reasoning Across Documents with Graph Convolutional Networks,"" how did the authors detect entity mentions?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}",Exact string matches to entity names and predictions from a coreference resolution system (including noun phrases and pronouns); ambiguous coreference cases were discarded.,How did the authors detect entity mentions in the paper 'Question Answering by Reasoning Across Documents with Graph Convolutional Networks'?,"By exact string matches to entity names and coreference resolution predictions, including noun phrases and pronouns (ambiguous coreferences were discarded).",By manually annotating all the entity mentions in the documents.,Using only exact string matches to pre-selected entity names.,With a named entity recognition system trained specifically for their dataset.,A
1808.09920,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Question Answering by Reasoning Across Documents with Graph Convolutional Networks,"" what evaluation metric is used to assess performance on the WIKIHOP dataset?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}",Accuracy,Which evaluation metric is used to assess performance on the WIKIHOP dataset in the paper 'Question Answering by Reasoning Across Documents with Graph Convolutional Networks'?,F1 Score,Accuracy,Precision,Recall,B
1808.09920,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
According to the paper ""Question Answering by Reasoning Across Documents with Graph Convolutional Networks,"" what is the performance (in terms of accuracy) achieved by the Entity-GCN model on the WIKIHOP dataset?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","67.6% accuracy for single model without coreference, 66.4% for single model with coreference, 71.2% for ensemble of 5 models on WIKIHOP test set.",What was the accuracy achieved by the Entity-GCN ensemble of 5 models on the WIKIHOP test set according to the paper?,66.4%,71.2%,67.6%,73.0%,B
1912.01046,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""TutorialVQA: Question Answering Dataset for Tutorial Videos,"" which evaluation metrics were used to assess the performance of the proposed models in the experiments?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}",Tolerance accuracy for sentence-level prediction; accuracy and MRR (Mean Reciprocal Ranking) for segment retrieval; overall accuracy (after filtering) and accuracy when the segment is in the top 10 videos for the pipeline approach.,Which of the following metrics were used to assess model performance in the TutorialVQA experiments?,"BLEU, ROUGE, and CIDEr","Precision, recall, and F1 score","Log-loss, AUC, and MAE","Tolerance accuracy, accuracy, and MRR",D
1912.01046,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
According to the paper ""TutorialVQA: Question Answering Dataset for Tutorial Videos,"" what types of instructional videos are included in the TutorialVQA dataset?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}",screencast tutorial videos with spoken narratives for a photo-editing software,Which type of instructional videos are included in the TutorialVQA dataset?,Cooking tutorials without any narration,Screencast tutorial videos with spoken narratives for a photo-editing software,Live classroom lectures on science subjects,Animated explainer videos about history,B
1912.01046,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""TutorialVQA: Question Answering Dataset for Tutorial Videos,"" which baseline algorithms do the authors present for evaluating their dataset?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","sentence-level prediction algorithm, segment retrieval algorithm, pipeline segment retrieval algorithm",Which of the following algorithms is NOT listed as a baseline by the authors in 'TutorialVQA: Question Answering Dataset for Tutorial Videos'?,Pipeline segment retrieval algorithm,Segment retrieval algorithm,Visual object detection algorithm,Sentence-level prediction algorithm,C
1912.01046,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
According to the paper ""TutorialVQA: Question Answering Dataset for Tutorial Videos,"" what is the source of the triples used in the dataset?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}",a tutorial website about an image editing program,What is the source of the triples used in the TutorialVQA dataset according to the paper?,A government statistics portal,A tutorial website about an image editing program,An online encyclopedia,A news website about current events,B
1903.00172,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Open Information Extraction from Question-Answer Pairs,"" where did the authors obtain their training data?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}",AmazonQA and ConciergeQA datasets,Which datasets did the authors use for training in the paper 'Open Information Extraction from Question-Answer Pairs'?,Natural Questions and CoQA datasets,AmazonQA and ConciergeQA datasets,SQuAD and TriviaQA datasets,WikiQA and WebQuestions datasets,B
1903.00172,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Open Information Extraction from Question-Answer Pairs,"" what extraction model do the authors propose and utilize for their approach?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","Multi-Encoder, Constrained-Decoder model",Which extraction model do the authors propose in the paper 'Open Information Extraction from Question-Answer Pairs'?,"Multi-Encoder, Constrained-Decoder model","Single-Encoder, Unconstrained-Decoder model",Generative Adversarial Network model,Transformer-Only model,A
1903.00172,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Open Information Extraction from Question-Answer Pairs,"" which datasets did the authors use for their experiments?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}",ConciergeQA and AmazonQA,Which of the following datasets were used by the authors for their experiments in the paper 'Open Information Extraction from Question-Answer Pairs'?,ConciergeQA and AmazonQA,CoQA and HotpotQA,TriviaQA and NaturalQuestions,SQuAD and WikiQA,A
1703.06492,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""VQABQ: Visual Question Answering by Basic Questions,"" on which dataset do the authors achieve state-of-the-art performance?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","VQA dataset (open-ended task, especially for counting-type questions)",On which dataset did the authors of 'VQABQ: Visual Question Answering by Basic Questions' achieve state-of-the-art performance?,VQA dataset,MNIST,COCO Caption dataset,ImageNet,A
1703.06492,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
According to the paper ""VQABQ: Visual Question Answering by Basic Questions,"" what accuracy does their proposed method achieve?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}",60.34% accuracy.,What accuracy does the method proposed in the paper 'VQABQ: Visual Question Answering by Basic Questions' achieve?,72.11%,68.79%,55.21%,60.34%,D
1703.06492,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""VQABQ: Visual Question Answering by Basic Questions,"" how do the authors formulate the question generation task?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}",LASSO optimization problem,How do the authors of 'VQABQ: Visual Question Answering by Basic Questions' formulate the question generation task?,As a sequence labeling task,As a LASSO optimization problem,As a classification problem,As a clustering problem,B
1703.06492,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""VQABQ: Visual Question Answering by Basic Questions,"" what are the two main modules that their proposed approach consists of?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}",the basic question generation module (Module 1) and co-attention visual question answering module (Module 2),Which two main modules does the VQABQ approach consist of?,The question parsing module and visual reconstruction module,The visual encoding module and language modeling module,The answer retrieval module and image segmentation module,The basic question generation module and co-attention visual question answering module,D
