id,category,original_question,original_answer,mcq_question,option_a,option_b,option_c,option_d,answer
1910.10408,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Controlling the Output Length of Neural Machine Translation,"" do the authors experiment with combining the two proposed methods for output length control?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","Yes, the authors experiment with combining the two proposed methods for output length control.","In 'Controlling the Output Length of Neural Machine Translation', what do the authors do regarding the two proposed methods for output length control?",They experiment with combining the two methods.,They propose methods but do not perform any experiments.,They abandon both methods before experimentation.,"They only use one method at a time, never combining them.",A
1903.00058,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Non-Parametric Adaptation for Neural Machine Translation,"" from where do the authors retrieve neighbor n-grams in their proposed approach?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}",Neighbor n-grams are retrieved from the training set by representing each sentence as a reduced n-gram set and finding the closest n-gram in the training set using IDF similarity.,"From where do the authors retrieve neighbor n-grams in their proposed approach in the paper ""Non-Parametric Adaptation for Neural Machine Translation""?",From the training set using IDF similarity.,From the test set using random sampling.,From an external bilingual dictionary.,From monolingual data unrelated to the training set.,A
1903.00058,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Non-Parametric Adaptation for Neural Machine Translation,"" which baseline systems do the authors use for comparison in their experiments?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}",standard Transformer Base model,"Which baseline system did the authors use for comparison in their experiments in the paper ""Non-Parametric Adaptation for Neural Machine Translation""?",Convolutional Neural Network model,Phrase-based Statistical Machine Translation (SMT),LSTM-based model,standard Transformer Base model,D
1903.00058,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Non-Parametric Adaptation for Neural Machine Translation,"" is the combination of the non-parametric retrieval mechanism and the neural network trained end-to-end?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","Yes. The combination is trained end-to-end: ""The semi-parametric models were trained on 32 GPUs with each replica split over 2 GPUs, one to train the translation model and the other for computing the CSTM.""","According to the paper 'Non-Parametric Adaptation for Neural Machine Translation', how is the combination of the non-parametric retrieval mechanism and the neural network trained?",They are trained end-to-end together.,"Only the neural network is trained, the retrieval mechanism is fixed.",The retrieval mechanism is not used during training.,They are trained independently and then combined.,A
1903.00058,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Non-Parametric Adaptation for Neural Machine Translation,"" which similarity measure is used for their n-gram retrieval approach?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}",Inverse document frequency (IDF) based similarity score.,Which similarity measure is used for n-gram retrieval in the paper 'Non-Parametric Adaptation for Neural Machine Translation'?,Euclidean distance.,Cosine similarity score.,Inverse document frequency (IDF) based similarity score.,Jaccard similarity coefficient.,C
2002.08899,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Compositional Neural Machine Translation by Removing the Lexicon from Syntax,"" does the use of constrained neural units mean that word meanings are fixed across different contexts?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","No; constrained neural units separate word meaning from syntax, preventing context-invariant (fixed) meanings from being encoded in syntax representations, so word meanings are not fixed across contexts.","According to the paper, what effect does the use of constrained neural units have on word meanings across different contexts?","They separate word meaning from syntax, so meanings are not fixed across contexts.",They merge syntax and meaning into a single vector.,They eliminate context sensitivity from the neural model.,They ensure that word meanings are fixed across all contexts.,A
2002.08899,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Compositional Neural Machine Translation by Removing the Lexicon from Syntax,"" do the authors present a quantitative analysis demonstrating knowledge distortions in their model?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","Yes; the authors present quantitative analysis, including corpus-level results (mean precision on test sets) from damaged models, demonstrating knowledge distortions analogous to human aphasia.","Which of the following best describes the authors' approach to demonstrating knowledge distortions in their model in the paper ""Compositional Neural Machine Translation by Removing the Lexicon from Syntax""?",They present a completely new model without referencing knowledge distortions or providing analysis.,They discuss related work but do not analyze knowledge distortions in their own model.,"They present quantitative analysis, including corpus-level results from damaged models, showing knowledge distortions analogous to human aphasia.",They only provide qualitative observations without any quantitative analysis.,C
2002.08899,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Compositional Neural Machine Translation by Removing the Lexicon from Syntax,"" how do the authors damage the different neural modules during their experiments?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","Randomly initializing the weights of neural modules, resulting in loss of all learned information.",How do the authors damage the different neural modules in their experiments in the paper 'Compositional Neural Machine Translation by Removing the Lexicon from Syntax'?,By freezing the weights so they cannot be updated.,"By randomly initializing the weights, resulting in the loss of all learned information.",By deleting the modules entirely from the model.,By reducing the training data available to the modules.,B
2002.02427,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Irony Detection in a Multilingual Context,"" which multilingual word representations are utilized for the irony detection task?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","Multilingual word representation that learns a linear mapping from a source to a target embedding space; specifically, Conneau et al.'s approach for aligning embedding spaces across languages.",Which multilingual word representation is utilized for the irony detection task in the paper 'Irony Detection in a Multilingual Context'?,ELMo contextual embeddings,Conneau et al.'s approach for aligning embedding spaces across languages,GloVe embeddings without alignment,Word2Vec monolingual embeddings,B
2002.02427,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Irony Detection in a Multilingual Context,"" do the authors discuss any cultural differences in the use of irony?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","Yes; the authors discuss cultural differences, noting both shared pragmatic devices and similar text-based patterns in ironic tweets across European and non-European languages, but also highlight challenges due to informal language, dialects, and differences in language presentation.",What do the authors of 'Irony Detection in a Multilingual Context' say about cultural differences in the use of irony?,They focus only on technical aspects without addressing cultural context.,They discuss cultural differences and note both shared and unique aspects across languages.,They do not mention cultural differences at all.,They state that irony is used identically across all cultures.,B
2002.02427,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Irony Detection in a Multilingual Context,"" which neural architectures are employed for irony detection?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}",Convolutional Neural Network (CNN),Which neural architecture is employed for irony detection in the paper 'Irony Detection in a Multilingual Context'?,Convolutional Neural Network (CNN),Recurrent Neural Network (RNN),Transformer,Long Short-Term Memory (LSTM),A
2002.02427,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Irony Detection in a Multilingual Context,"" what specific text-based features are utilized for irony detection?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","Language-independent features: punctuation marks, positive and negative emoticons, quotations, personal pronouns, tweet's length, named entities; language-dependent features: negation, opinion lexicons, opposition words.","Which of the following is NOT mentioned as a text-based feature for irony detection in the paper ""Irony Detection in a Multilingual Context""?",Punctuation marks,Positive and negative emoticons,Negation,Hashtag frequency,D
2002.02427,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Irony Detection in a Multilingual Context,"" which monolingual word representations are utilized for the irony detection task?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","AraVec for Arabic, FastText for French, and Word2vec Google News for English.","Which combination of monolingual word representations was used for irony detection in the paper ""Irony Detection in a Multilingual Context""?","Word2vec for Arabic, BERT for French, and GloVe for English","GloVe for Arabic, FastText for French, and Word2vec for English","AraVec for Arabic, ELMo for French, and FastText for English","AraVec for Arabic, FastText for French, and Word2vec Google News for English",D
1610.05243,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
Which dataset is used in the paper ""Pre-Translation for Neural Machine Translation""?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","All parallel data available for the WMT 2016, including the news commentary corpus, European parliament proceedings, and common crawl corpus.",Which dataset is used in the paper 'Pre-Translation for Neural Machine Translation'?,"All parallel data available for the WMT 2016, including the news commentary corpus, European parliament proceedings, and common crawl corpus.",Only the news commentary corpus from WMT 2016.,Randomly generated parallel corpora.,Only monolingual English data from WMT 2016.,A
1610.05243,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Pre-Translation for Neural Machine Translation,"" how is the phrase-based machine translation (PBMT) system trained?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}",systems were optimized on the tst2014 using Minimum error rate training (MERT),How was the PBMT system trained in the paper 'Pre-Translation for Neural Machine Translation'?,It was trained using cross-entropy loss on random data.,It was fine-tuned using reinforcement learning techniques.,It was optimized on tst2014 using Minimum error rate training (MERT).,It was optimized using grid search on the validation set.,C
1610.05243,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
Which neural machine translation (NMT) architecture is used in the paper ""Pre-Translation for Neural Machine Translation""?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","trained using Nematus, default configuration",Which NMT architecture is used in the paper 'Pre-Translation for Neural Machine Translation'?,Nematus,Transformer,Fairseq,Marian,A
1610.05243,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Pre-Translation for Neural Machine Translation,"" do the authors train their Neural Machine Translation (NMT) model using outputs generated by a Phrase-Based Machine Translation (PBMT) system?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}",Yes.,"In the paper 'Pre-Translation for Neural Machine Translation,' how do the authors augment the training of their Neural Machine Translation (NMT) model?",They use outputs generated by a Phrase-Based Machine Translation (PBMT) system.,They only use human-translated data for training.,They train the NMT model without any additional augmentation.,They use outputs generated by an Automatic Speech Recognition (ASR) system.,A
1910.11768,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Exploring Multilingual Syntactic Sentence Representations,"" which evaluation metrics do the authors use for language modelling?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","functional dissimilarity score, nearest neighbours experiment",Which of the following evaluation metrics do the authors use for language modelling in the paper 'Exploring Multilingual Syntactic Sentence Representations'?,Functional dissimilarity score and nearest neighbours experiment,ROUGE score and accuracy,Mean squared error and F1 score,BLEU score and perplexity,A
1910.11768,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Exploring Multilingual Syntactic Sentence Representations,"" do the authors perform a quantitative analysis to evaluate the quality of the learned sentence embeddings?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","Yes; the authors perform a quantitative analysis, as shown by high nearest neighbours accuracy indicating that syntactic information was successfully captured by the embeddings.",How did the authors of 'Exploring Multilingual Syntactic Sentence Representations' evaluate the quality of the learned sentence embeddings?,"They performed a quantitative analysis, such as measuring nearest neighbours accuracy.",They did not evaluate the embeddings at all.,They used a user study with human judges but did not report any numerical metrics.,They only provided anecdotal evidence without quantitative results.,A
1910.11768,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Exploring Multilingual Syntactic Sentence Representations,"" do the authors evaluate their proposed sentence representations on any downstream tasks?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","Yes; the authors evaluate their proposed sentence representations on downstream tasks via zero-shot transfer experiments, reporting 1-NN and 5-NN accuracies for multiple languages.",How did the authors of 'Exploring Multilingual Syntactic Sentence Representations' evaluate their proposed sentence representations?,They did not conduct any experimental evaluation.,They relied solely on qualitative analysis without any empirical evaluation.,They only compared their methods to word-level embeddings.,They evaluated their representations on downstream tasks using zero-shot transfer experiments across multiple languages.,D
1910.11768,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
Which corpus is used in the paper ""Exploring Multilingual Syntactic Sentence Representations""?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","Translations from Tatoeba and OpenSubtitles; 6 languages: English, Spanish, German, Dutch, Korean, Chinese Mandarin.",Which languages are included in the corpus used in the paper 'Exploring Multilingual Syntactic Sentence Representations'?,"English, Spanish, German, Dutch, Korean, Chinese Mandarin","German, Dutch, Russian, Hindi, Chinese Mandarin, Italian","English, Spanish, French, German, Italian, Korean","English, French, Italian, Portuguese, Japanese, Russian",A
1810.03459,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Multilingual sequence-to-sequence speech recognition: architecture, transfer learning, and language modeling,"" what data do the authors use to train the language models?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}",BABEL speech corpus collected from the IARPA Babel program.,"Which data did the authors use to train the language models in the paper 'Multilingual sequence-to-sequence speech recognition: architecture, transfer learning, and language modeling'?",Common Voice dataset,BABEL speech corpus collected from the IARPA Babel program.,TIMIT corpus,LibriSpeech corpus,B
1810.03459,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Multilingual sequence-to-sequence speech recognition: architecture, transfer learning, and language modeling,"" do the authors report BLEU scores as part of their evaluation metrics?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","No, the authors do not report BLEU scores as part of their evaluation metrics; they primarily use word error rate (WER) for assessment.","Which evaluation metric do the authors primarily use in the paper ""Multilingual sequence-to-sequence speech recognition: architecture, transfer learning, and language modeling""?",ROUGE Score,F1 Score,Word Error Rate (WER),BLEU Score,C
1810.03459,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Multilingual sequence-to-sequence speech recognition: architecture, transfer learning, and language modeling,"" which languages are included in their experiments?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","Train languages: Cantonese, Bengali, Pashto, Turkish, Vietnamese, Haitian, Tamil, Kurdish, Tokpisin, Georgian; target languages: Assamese, Tagalog, Swahili, Lao.","Which of the following languages is listed as a train language in the experiments in the paper 'Multilingual sequence-to-sequence speech recognition: architecture, transfer learning, and language modeling'?",Assamese,Bengali,Swahili,French,B
1810.03459,,"Please write a succinct answer to the following question.
You do not need to restate the paper name or answer in complete sentences.

<question>
In the paper ""Multilingual sequence-to-sequence speech recognition: architecture, transfer learning, and language modeling,"" which specific architectures are investigated to enhance the sequence-to-sequence speech recognition model?
</question>

Provide your answer in the following format (output nothing else):


{your answer here}","VGG-BLSTM, BLSTMP, character-level RNNLM (2-layer LSTM).",Which architectures are investigated in the paper to enhance sequence-to-sequence speech recognition?,"Multi-head Attention, ConvS2S, and Feedforward RNN","VGG-BLSTM, BLSTMP, and character-level RNNLM (2-layer LSTM)","ResNet, GRU, and phoneme-level LSTM","Transformer, CNN-TDNN, and Word-level RNNLM",B
